_id,temp_c,temp_f,humidity,createdAt
65bbe0cf2b76075204920f16,23.40,74.12,94.00,Fri Feb 02 2024 00:19:59 GMT+0600 (Bangladesh Standard Time)
65bbe0db2b76075204920f17,23.40,74.12,94.00,Fri Feb 02 2024 00:20:11 GMT+0600 (Bangladesh Standard Time)
65bbe0e72b76075204920f18,23.40,74.12,94.00,Fri Feb 02 2024 00:20:23 GMT+0600 (Bangladesh Standard Time)
65bbe0f52b76075204920f19,23.40,74.12,94.00,Fri Feb 02 2024 00:20:37 GMT+0600 (Bangladesh Standard Time)
65bbe1002b76075204920f1a,23.40,74.12,94.00,Fri Feb 02 2024 00:20:48 GMT+0600 (Bangladesh Standard Time)
65bbe10c2b76075204920f1b,23.40,74.12,94.00,Fri Feb 02 2024 00:21:00 GMT+0600 (Bangladesh Standard Time)
65bbe1172b76075204920f1c,23.40,74.12,94.00,Fri Feb 02 2024 00:21:11 GMT+0600 (Bangladesh Standard Time)
65bbe1232b76075204920f1d,23.40,74.12,94.00,Fri Feb 02 2024 00:21:23 GMT+0600 (Bangladesh Standard Time)
65bbe1312b76075204920f1e,23.40,74.12,94.00,Fri Feb 02 2024 00:21:37 GMT+0600 (Bangladesh Standard Time)
65bbe13d2b76075204920f1f,23.40,74.12,94.00,Fri Feb 02 2024 00:21:49 GMT+0600 (Bangladesh Standard Time)
65bbe15c2b76075204920f20,23.40,74.12,94.00,Fri Feb 02 2024 00:22:20 GMT+0600 (Bangladesh Standard Time)
65bbe15e2b76075204920f21,23.40,74.12,94.00,Fri Feb 02 2024 00:22:22 GMT+0600 (Bangladesh Standard Time)
65bbe1672b76075204920f22,23.40,74.12,94.00,Fri Feb 02 2024 00:22:31 GMT+0600 (Bangladesh Standard Time)
65bbe1722b76075204920f23,23.40,74.12,94.00,Fri Feb 02 2024 00:22:42 GMT+0600 (Bangladesh Standard Time)
65bbe17e2b76075204920f24,23.40,74.12,94.00,Fri Feb 02 2024 00:22:54 GMT+0600 (Bangladesh Standard Time)
65bbe1892b76075204920f25,23.40,74.12,94.00,Fri Feb 02 2024 00:23:05 GMT+0600 (Bangladesh Standard Time)
65bbe1982b76075204920f26,23.40,74.12,94.00,Fri Feb 02 2024 00:23:20 GMT+0600 (Bangladesh Standard Time)
65bbe1a32b76075204920f27,23.40,74.12,94.00,Fri Feb 02 2024 00:23:31 GMT+0600 (Bangladesh Standard Time)
65bbe1ae2b76075204920f28,23.40,74.12,94.00,Fri Feb 02 2024 00:23:42 GMT+0600 (Bangladesh Standard Time)
65bbe1ba2b76075204920f29,23.40,74.12,94.00,Fri Feb 02 2024 00:23:54 GMT+0600 (Bangladesh Standard Time)
65bbe1c62b76075204920f2a,23.40,74.12,94.00,Fri Feb 02 2024 00:24:06 GMT+0600 (Bangladesh Standard Time)
65bbe1d12b76075204920f2b,23.40,74.12,94.00,Fri Feb 02 2024 00:24:17 GMT+0600 (Bangladesh Standard Time)
65bbe1dc2b76075204920f2c,23.40,74.12,94.00,Fri Feb 02 2024 00:24:28 GMT+0600 (Bangladesh Standard Time)
65bbe1e82b76075204920f2d,23.40,74.12,94.00,Fri Feb 02 2024 00:24:40 GMT+0600 (Bangladesh Standard Time)
65bbe1f42b76075204920f2e,23.40,74.12,94.00,Fri Feb 02 2024 00:24:52 GMT+0600 (Bangladesh Standard Time)
65bbe1ff2b76075204920f2f,23.40,74.12,94.00,Fri Feb 02 2024 00:25:03 GMT+0600 (Bangladesh Standard Time)
65bbe20a2b76075204920f30,23.40,74.12,94.00,Fri Feb 02 2024 00:25:14 GMT+0600 (Bangladesh Standard Time)
65bbe2362b76075204920f31,23.40,74.12,94.00,Fri Feb 02 2024 00:25:58 GMT+0600 (Bangladesh Standard Time)
65bbe2422b76075204920f32,23.40,74.12,94.00,Fri Feb 02 2024 00:26:10 GMT+0600 (Bangladesh Standard Time)
65bbe24d2b76075204920f33,23.40,74.12,94.00,Fri Feb 02 2024 00:26:21 GMT+0600 (Bangladesh Standard Time)
65bbe2592b76075204920f34,23.40,74.12,94.00,Fri Feb 02 2024 00:26:33 GMT+0600 (Bangladesh Standard Time)
65bbe2672b76075204920f35,23.40,74.12,94.00,Fri Feb 02 2024 00:26:47 GMT+0600 (Bangladesh Standard Time)
65bbe2752b76075204920f36,23.40,74.12,94.00,Fri Feb 02 2024 00:27:01 GMT+0600 (Bangladesh Standard Time)
65bbe2802b76075204920f37,23.40,74.12,94.00,Fri Feb 02 2024 00:27:12 GMT+0600 (Bangladesh Standard Time)
65bbe28c2b76075204920f38,23.40,74.12,94.00,Fri Feb 02 2024 00:27:24 GMT+0600 (Bangladesh Standard Time)
65bbe2972b76075204920f39,23.40,74.12,94.00,Fri Feb 02 2024 00:27:35 GMT+0600 (Bangladesh Standard Time)
65bbe2a32b76075204920f3a,23.40,74.12,94.00,Fri Feb 02 2024 00:27:47 GMT+0600 (Bangladesh Standard Time)
65bbe2be2b76075204920f3b,23.40,74.12,94.00,Fri Feb 02 2024 00:28:14 GMT+0600 (Bangladesh Standard Time)
65bbe2cc2b76075204920f3c,23.40,74.12,94.00,Fri Feb 02 2024 00:28:28 GMT+0600 (Bangladesh Standard Time)
65bbe2f782d178dc83def3ce,23.40,74.12,94.00,Fri Feb 02 2024 00:29:11 GMT+0600 (Bangladesh Standard Time)
65bbe30382d178dc83def3cf,23.40,74.12,94.00,Fri Feb 02 2024 00:29:23 GMT+0600 (Bangladesh Standard Time)
65bbe30e82d178dc83def3d0,23.40,74.12,94.00,Fri Feb 02 2024 00:29:34 GMT+0600 (Bangladesh Standard Time)
65bbe31a82d178dc83def3d1,23.40,74.12,94.00,Fri Feb 02 2024 00:29:46 GMT+0600 (Bangladesh Standard Time)
65bbe32582d178dc83def3d2,23.40,74.12,94.00,Fri Feb 02 2024 00:29:57 GMT+0600 (Bangladesh Standard Time)
65bbe33282d178dc83def3d3,23.40,74.12,94.00,Fri Feb 02 2024 00:30:10 GMT+0600 (Bangladesh Standard Time)
65bbe33e82d178dc83def3d4,23.40,74.12,94.00,Fri Feb 02 2024 00:30:22 GMT+0600 (Bangladesh Standard Time)
65bbe34982d178dc83def3d5,23.40,74.12,94.00,Fri Feb 02 2024 00:30:33 GMT+0600 (Bangladesh Standard Time)
65bbe36782d178dc83def3d6,23.40,74.12,94.00,Fri Feb 02 2024 00:31:03 GMT+0600 (Bangladesh Standard Time)
65bbe37382d178dc83def3d7,23.40,74.12,94.00,Fri Feb 02 2024 00:31:15 GMT+0600 (Bangladesh Standard Time)
65bbe37f82d178dc83def3d8,23.40,74.12,94.00,Fri Feb 02 2024 00:31:27 GMT+0600 (Bangladesh Standard Time)
65bbe38a82d178dc83def3d9,23.40,74.12,94.00,Fri Feb 02 2024 00:31:38 GMT+0600 (Bangladesh Standard Time)
65bbe39682d178dc83def3da,23.40,74.12,94.00,Fri Feb 02 2024 00:31:50 GMT+0600 (Bangladesh Standard Time)
65bbe3a182d178dc83def3db,23.40,74.12,94.00,Fri Feb 02 2024 00:32:01 GMT+0600 (Bangladesh Standard Time)
65bbe3ad82d178dc83def3dc,23.40,74.12,94.00,Fri Feb 02 2024 00:32:13 GMT+0600 (Bangladesh Standard Time)
65bbe3b882d178dc83def3dd,23.40,74.12,94.00,Fri Feb 02 2024 00:32:24 GMT+0600 (Bangladesh Standard Time)
65bbe3c482d178dc83def3de,23.40,74.12,94.00,Fri Feb 02 2024 00:32:36 GMT+0600 (Bangladesh Standard Time)
65bbe3cf82d178dc83def3df,23.40,74.12,94.00,Fri Feb 02 2024 00:32:47 GMT+0600 (Bangladesh Standard Time)
65bbe3dc82d178dc83def3e0,23.40,74.12,94.00,Fri Feb 02 2024 00:33:00 GMT+0600 (Bangladesh Standard Time)
65bbe3e782d178dc83def3e1,23.40,74.12,94.00,Fri Feb 02 2024 00:33:11 GMT+0600 (Bangladesh Standard Time)
65bbe3f382d178dc83def3e2,23.40,74.12,94.00,Fri Feb 02 2024 00:33:23 GMT+0600 (Bangladesh Standard Time)
65bbe3fe82d178dc83def3e3,23.40,74.12,94.00,Fri Feb 02 2024 00:33:34 GMT+0600 (Bangladesh Standard Time)
65bbe40982d178dc83def3e4,23.40,74.12,94.00,Fri Feb 02 2024 00:33:45 GMT+0600 (Bangladesh Standard Time)
65bbe41582d178dc83def3e5,23.40,74.12,94.00,Fri Feb 02 2024 00:33:57 GMT+0600 (Bangladesh Standard Time)
65bbe42082d178dc83def3e6,23.40,74.12,94.00,Fri Feb 02 2024 00:34:08 GMT+0600 (Bangladesh Standard Time)
65bbe42c82d178dc83def3e7,23.40,74.12,94.00,Fri Feb 02 2024 00:34:20 GMT+0600 (Bangladesh Standard Time)
65bbe43782d178dc83def3e8,23.40,74.12,94.00,Fri Feb 02 2024 00:34:31 GMT+0600 (Bangladesh Standard Time)
65bbe44382d178dc83def3e9,23.40,74.12,94.00,Fri Feb 02 2024 00:34:43 GMT+0600 (Bangladesh Standard Time)
65bbe44f82d178dc83def3ea,23.40,74.12,94.00,Fri Feb 02 2024 00:34:55 GMT+0600 (Bangladesh Standard Time)
65bbe45b82d178dc83def3eb,23.40,74.12,94.00,Fri Feb 02 2024 00:35:07 GMT+0600 (Bangladesh Standard Time)
65bbe46682d178dc83def3ec,23.40,74.12,94.00,Fri Feb 02 2024 00:35:18 GMT+0600 (Bangladesh Standard Time)
65bbe47182d178dc83def3ed,23.40,74.12,94.00,Fri Feb 02 2024 00:35:29 GMT+0600 (Bangladesh Standard Time)
65bbe47d82d178dc83def3ee,23.40,74.12,94.00,Fri Feb 02 2024 00:35:41 GMT+0600 (Bangladesh Standard Time)
65bbe48982d178dc83def3ef,23.40,74.12,94.00,Fri Feb 02 2024 00:35:53 GMT+0600 (Bangladesh Standard Time)
65bbe49482d178dc83def3f0,23.40,74.12,94.00,Fri Feb 02 2024 00:36:04 GMT+0600 (Bangladesh Standard Time)
65bbe49f82d178dc83def3f1,23.40,74.12,94.00,Fri Feb 02 2024 00:36:15 GMT+0600 (Bangladesh Standard Time)
65bbe4ab82d178dc83def3f2,23.40,74.12,94.00,Fri Feb 02 2024 00:36:27 GMT+0600 (Bangladesh Standard Time)
65bbe4b682d178dc83def3f3,23.40,74.12,94.00,Fri Feb 02 2024 00:36:38 GMT+0600 (Bangladesh Standard Time)
65bbe4c282d178dc83def3f4,23.40,74.12,94.00,Fri Feb 02 2024 00:36:50 GMT+0600 (Bangladesh Standard Time)
65bbe4cd82d178dc83def3f5,23.40,74.12,94.00,Fri Feb 02 2024 00:37:01 GMT+0600 (Bangladesh Standard Time)
65bbe4d882d178dc83def3f6,23.40,74.12,94.00,Fri Feb 02 2024 00:37:12 GMT+0600 (Bangladesh Standard Time)
65bbe4e482d178dc83def3f7,23.40,74.12,94.00,Fri Feb 02 2024 00:37:24 GMT+0600 (Bangladesh Standard Time)
65bbe4ef82d178dc83def3f8,23.40,74.12,94.00,Fri Feb 02 2024 00:37:35 GMT+0600 (Bangladesh Standard Time)
65bbe4fb82d178dc83def3f9,23.40,74.12,94.00,Fri Feb 02 2024 00:37:47 GMT+0600 (Bangladesh Standard Time)
65bbe50682d178dc83def3fa,23.40,74.12,94.00,Fri Feb 02 2024 00:37:58 GMT+0600 (Bangladesh Standard Time)
65bbe51282d178dc83def3fb,23.40,74.12,94.00,Fri Feb 02 2024 00:38:10 GMT+0600 (Bangladesh Standard Time)
65bbe51e82d178dc83def3fc,23.40,74.12,94.00,Fri Feb 02 2024 00:38:22 GMT+0600 (Bangladesh Standard Time)
65bbe52982d178dc83def3fd,23.40,74.12,94.00,Fri Feb 02 2024 00:38:33 GMT+0600 (Bangladesh Standard Time)
65bbe53582d178dc83def3fe,23.40,74.12,94.00,Fri Feb 02 2024 00:38:45 GMT+0600 (Bangladesh Standard Time)
65bbe54182d178dc83def3ff,23.40,74.12,94.00,Fri Feb 02 2024 00:38:57 GMT+0600 (Bangladesh Standard Time)
65bbe54c82d178dc83def400,23.40,74.12,94.00,Fri Feb 02 2024 00:39:08 GMT+0600 (Bangladesh Standard Time)
65bbe55982d178dc83def401,23.40,74.12,94.00,Fri Feb 02 2024 00:39:21 GMT+0600 (Bangladesh Standard Time)
65bbe56482d178dc83def402,23.40,74.12,94.00,Fri Feb 02 2024 00:39:32 GMT+0600 (Bangladesh Standard Time)
65bbe57082d178dc83def403,23.40,74.12,94.00,Fri Feb 02 2024 00:39:44 GMT+0600 (Bangladesh Standard Time)
65bbe57b82d178dc83def404,23.40,74.12,94.00,Fri Feb 02 2024 00:39:55 GMT+0600 (Bangladesh Standard Time)
65bbe58682d178dc83def405,23.40,74.12,94.00,Fri Feb 02 2024 00:40:06 GMT+0600 (Bangladesh Standard Time)
65bbe59282d178dc83def406,23.40,74.12,94.00,Fri Feb 02 2024 00:40:18 GMT+0600 (Bangladesh Standard Time)
65bbe59d82d178dc83def407,23.40,74.12,94.00,Fri Feb 02 2024 00:40:29 GMT+0600 (Bangladesh Standard Time)
65bbe5a982d178dc83def408,23.40,74.12,94.00,Fri Feb 02 2024 00:40:41 GMT+0600 (Bangladesh Standard Time)
65bbe5b482d178dc83def409,23.40,74.12,94.00,Fri Feb 02 2024 00:40:52 GMT+0600 (Bangladesh Standard Time)
65bbe5c082d178dc83def40a,23.40,74.12,94.00,Fri Feb 02 2024 00:41:04 GMT+0600 (Bangladesh Standard Time)
65bbe5cb82d178dc83def40b,23.40,74.12,94.00,Fri Feb 02 2024 00:41:15 GMT+0600 (Bangladesh Standard Time)
65bbe5d782d178dc83def40c,23.40,74.12,94.00,Fri Feb 02 2024 00:41:27 GMT+0600 (Bangladesh Standard Time)
65bbe5e282d178dc83def40d,23.40,74.12,94.00,Fri Feb 02 2024 00:41:38 GMT+0600 (Bangladesh Standard Time)
65bbe5ee82d178dc83def40e,23.40,74.12,94.00,Fri Feb 02 2024 00:41:50 GMT+0600 (Bangladesh Standard Time)
65bbe5f982d178dc83def40f,23.30,73.94,94.00,Fri Feb 02 2024 00:42:01 GMT+0600 (Bangladesh Standard Time)
65bbe60482d178dc83def410,23.20,73.76,94.00,Fri Feb 02 2024 00:42:12 GMT+0600 (Bangladesh Standard Time)
65bbe61082d178dc83def411,23.10,73.58,94.00,Fri Feb 02 2024 00:42:24 GMT+0600 (Bangladesh Standard Time)
65bbe61b82d178dc83def412,23.10,73.58,94.00,Fri Feb 02 2024 00:42:35 GMT+0600 (Bangladesh Standard Time)
65bbe62782d178dc83def413,23.10,73.58,94.00,Fri Feb 02 2024 00:42:47 GMT+0600 (Bangladesh Standard Time)
65bbe63282d178dc83def414,23.00,73.40,94.00,Fri Feb 02 2024 00:42:58 GMT+0600 (Bangladesh Standard Time)
65bbe63d82d178dc83def415,23.00,73.40,94.00,Fri Feb 02 2024 00:43:09 GMT+0600 (Bangladesh Standard Time)
65bbe64982d178dc83def416,23.00,73.40,94.00,Fri Feb 02 2024 00:43:21 GMT+0600 (Bangladesh Standard Time)
65bbe65482d178dc83def417,23.00,73.40,94.00,Fri Feb 02 2024 00:43:32 GMT+0600 (Bangladesh Standard Time)
65bbe66082d178dc83def418,23.00,73.40,94.00,Fri Feb 02 2024 00:43:44 GMT+0600 (Bangladesh Standard Time)
65bbe66b82d178dc83def419,23.00,73.40,94.00,Fri Feb 02 2024 00:43:55 GMT+0600 (Bangladesh Standard Time)
65bbe67782d178dc83def41a,23.00,73.40,94.00,Fri Feb 02 2024 00:44:07 GMT+0600 (Bangladesh Standard Time)
65bbe68282d178dc83def41b,23.00,73.40,94.00,Fri Feb 02 2024 00:44:18 GMT+0600 (Bangladesh Standard Time)
65bbe68d82d178dc83def41c,23.00,73.40,94.00,Fri Feb 02 2024 00:44:29 GMT+0600 (Bangladesh Standard Time)
65bbe69982d178dc83def41d,23.00,73.40,94.00,Fri Feb 02 2024 00:44:41 GMT+0600 (Bangladesh Standard Time)
65bbe6a482d178dc83def41e,23.00,73.40,94.00,Fri Feb 02 2024 00:44:52 GMT+0600 (Bangladesh Standard Time)
65bbe6b082d178dc83def41f,23.00,73.40,94.00,Fri Feb 02 2024 00:45:04 GMT+0600 (Bangladesh Standard Time)
65bbe6bc82d178dc83def420,23.00,73.40,94.00,Fri Feb 02 2024 00:45:16 GMT+0600 (Bangladesh Standard Time)
65bbe6c782d178dc83def421,23.00,73.40,94.00,Fri Feb 02 2024 00:45:27 GMT+0600 (Bangladesh Standard Time)
65bbe6d382d178dc83def422,23.00,73.40,94.00,Fri Feb 02 2024 00:45:39 GMT+0600 (Bangladesh Standard Time)
65bbe6de82d178dc83def423,23.00,73.40,94.00,Fri Feb 02 2024 00:45:50 GMT+0600 (Bangladesh Standard Time)
65bbe6ea82d178dc83def424,23.00,73.40,94.00,Fri Feb 02 2024 00:46:02 GMT+0600 (Bangladesh Standard Time)
65bbe6f582d178dc83def425,23.00,73.40,94.00,Fri Feb 02 2024 00:46:13 GMT+0600 (Bangladesh Standard Time)
65bbe70082d178dc83def426,23.00,73.40,94.00,Fri Feb 02 2024 00:46:24 GMT+0600 (Bangladesh Standard Time)
65bbe70c82d178dc83def427,23.00,73.40,94.00,Fri Feb 02 2024 00:46:36 GMT+0600 (Bangladesh Standard Time)
65bbe71782d178dc83def428,23.00,73.40,94.00,Fri Feb 02 2024 00:46:47 GMT+0600 (Bangladesh Standard Time)
65bbe72382d178dc83def429,23.00,73.40,93.00,Fri Feb 02 2024 00:46:59 GMT+0600 (Bangladesh Standard Time)
65bbe72e82d178dc83def42a,23.00,73.40,93.00,Fri Feb 02 2024 00:47:10 GMT+0600 (Bangladesh Standard Time)
65bbe73a82d178dc83def42b,23.00,73.40,93.00,Fri Feb 02 2024 00:47:22 GMT+0600 (Bangladesh Standard Time)
65bbe74582d178dc83def42c,23.00,73.40,93.00,Fri Feb 02 2024 00:47:33 GMT+0600 (Bangladesh Standard Time)
65bbe75082d178dc83def42d,23.00,73.40,93.00,Fri Feb 02 2024 00:47:44 GMT+0600 (Bangladesh Standard Time)
65bbe75c82d178dc83def42e,23.00,73.40,93.00,Fri Feb 02 2024 00:47:56 GMT+0600 (Bangladesh Standard Time)
65bbe76782d178dc83def42f,23.00,73.40,93.00,Fri Feb 02 2024 00:48:07 GMT+0600 (Bangladesh Standard Time)
65bbe77382d178dc83def430,23.00,73.40,93.00,Fri Feb 02 2024 00:48:19 GMT+0600 (Bangladesh Standard Time)
65bbe77e82d178dc83def431,23.00,73.40,93.00,Fri Feb 02 2024 00:48:30 GMT+0600 (Bangladesh Standard Time)
65bbe78a82d178dc83def432,23.00,73.40,93.00,Fri Feb 02 2024 00:48:42 GMT+0600 (Bangladesh Standard Time)
65bbe79582d178dc83def433,23.00,73.40,93.00,Fri Feb 02 2024 00:48:53 GMT+0600 (Bangladesh Standard Time)
65bbe7a182d178dc83def434,23.00,73.40,93.00,Fri Feb 02 2024 00:49:05 GMT+0600 (Bangladesh Standard Time)
65bbe7ac82d178dc83def435,23.00,73.40,93.00,Fri Feb 02 2024 00:49:16 GMT+0600 (Bangladesh Standard Time)
65bbe7b882d178dc83def436,23.00,73.40,93.00,Fri Feb 02 2024 00:49:28 GMT+0600 (Bangladesh Standard Time)
65bbe7c382d178dc83def437,23.00,73.40,93.00,Fri Feb 02 2024 00:49:39 GMT+0600 (Bangladesh Standard Time)
65bbe7ce82d178dc83def438,23.00,73.40,93.00,Fri Feb 02 2024 00:49:50 GMT+0600 (Bangladesh Standard Time)
65bbe7da82d178dc83def439,23.00,73.40,93.00,Fri Feb 02 2024 00:50:02 GMT+0600 (Bangladesh Standard Time)
65bbe7e682d178dc83def43a,23.00,73.40,93.00,Fri Feb 02 2024 00:50:14 GMT+0600 (Bangladesh Standard Time)
65bbe7f182d178dc83def43b,23.00,73.40,93.00,Fri Feb 02 2024 00:50:25 GMT+0600 (Bangladesh Standard Time)
65bbe7fd82d178dc83def43c,23.00,73.40,93.00,Fri Feb 02 2024 00:50:37 GMT+0600 (Bangladesh Standard Time)
65bbe80882d178dc83def43d,23.00,73.40,93.00,Fri Feb 02 2024 00:50:48 GMT+0600 (Bangladesh Standard Time)
65bbe81482d178dc83def43e,23.00,73.40,93.00,Fri Feb 02 2024 00:51:00 GMT+0600 (Bangladesh Standard Time)
65bbe82082d178dc83def43f,23.00,73.40,93.00,Fri Feb 02 2024 00:51:12 GMT+0600 (Bangladesh Standard Time)
65bbe82c82d178dc83def440,23.00,73.40,93.00,Fri Feb 02 2024 00:51:24 GMT+0600 (Bangladesh Standard Time)
65bbe83782d178dc83def441,23.00,73.40,93.00,Fri Feb 02 2024 00:51:35 GMT+0600 (Bangladesh Standard Time)
65bbe84382d178dc83def442,23.00,73.40,93.00,Fri Feb 02 2024 00:51:47 GMT+0600 (Bangladesh Standard Time)
65bbe84e82d178dc83def443,23.00,73.40,93.00,Fri Feb 02 2024 00:51:58 GMT+0600 (Bangladesh Standard Time)
65bbe85982d178dc83def444,23.00,73.40,93.00,Fri Feb 02 2024 00:52:09 GMT+0600 (Bangladesh Standard Time)
65bbe86582d178dc83def445,23.00,73.40,93.00,Fri Feb 02 2024 00:52:21 GMT+0600 (Bangladesh Standard Time)
65bbe87082d178dc83def446,23.00,73.40,93.00,Fri Feb 02 2024 00:52:32 GMT+0600 (Bangladesh Standard Time)
65bbe88c82d178dc83def447,23.00,73.40,93.00,Fri Feb 02 2024 00:53:00 GMT+0600 (Bangladesh Standard Time)
65bbe89782d178dc83def448,23.00,73.40,93.00,Fri Feb 02 2024 00:53:11 GMT+0600 (Bangladesh Standard Time)
65bbe8a382d178dc83def449,23.00,73.40,93.00,Fri Feb 02 2024 00:53:23 GMT+0600 (Bangladesh Standard Time)
65bbe8ae82d178dc83def44a,23.00,73.40,93.00,Fri Feb 02 2024 00:53:34 GMT+0600 (Bangladesh Standard Time)
65bbe8bb82d178dc83def44b,23.00,73.40,93.00,Fri Feb 02 2024 00:53:47 GMT+0600 (Bangladesh Standard Time)
65bbe8c782d178dc83def44c,23.00,73.40,93.00,Fri Feb 02 2024 00:53:59 GMT+0600 (Bangladesh Standard Time)
65bbe8d282d178dc83def44d,23.00,73.40,93.00,Fri Feb 02 2024 00:54:10 GMT+0600 (Bangladesh Standard Time)
65bbe8de82d178dc83def44e,23.00,73.40,93.00,Fri Feb 02 2024 00:54:22 GMT+0600 (Bangladesh Standard Time)
65bbe8e982d178dc83def44f,23.00,73.40,93.00,Fri Feb 02 2024 00:54:33 GMT+0600 (Bangladesh Standard Time)
65bbe8f582d178dc83def450,23.00,73.40,93.00,Fri Feb 02 2024 00:54:45 GMT+0600 (Bangladesh Standard Time)
65bbe90082d178dc83def451,23.00,73.40,93.00,Fri Feb 02 2024 00:54:56 GMT+0600 (Bangladesh Standard Time)
